23,143.86_-12.51
230,147.53_-38.50
231,143.41_-38.88
232,147.85_-40.13
233,146.44_-18.10
2337,146.44_-18.10
2338,146.44_-18.10
2339,146.44_-18.10
234,149.84_-22.32
235,124.87_-15.07
236,118.67_-34.84
2367,118.67_-34.84
2368,118.67_-34.84
2369,118.67_-34.84
237,114.44_-21.89
238,123.62_-14.63
239,145.05_-40.48
24,147.05_-18.95
240,121.66_-18.12
241,150.17_-37.30
2417,150.17_-37.30
2418,150.17_-37.30
2419,150.17_-37.30
242,139.43_-17.30
243,143.59_-10.49
244,141.39_-12.88
245,113.44_-25.27
246,113.70_-21.80
247,131.70_-11.56
248,144.87_-38.04
2487,144.87_-38.04
2488,144.87_-38.04
2489,144.87_-38.04
249,152.90_-25.01
25,121.98_-13.83
250,144.74_-38.29
251,133.64_-11.56
252,121.79_-18.38
253,152.38_-24.58
254,143.08_-10.43
255,135.88_-12.11
256,149.62_-21.35
257,130.14_-31.75
2577,130.14_-31.75
2578,130.14_-31.75
2579,130.14_-31.75
258,135.14_-12.16
259,143.67_-12.96
2597,121.98_-13.83
2598,121.98_-13.83
2599,121.98_-13.83
26,150.21_-21.15
260,150.25_-22.30
261,141.33_-14.24
262,125.85_-14.41
263,143.67_-11.64
264,147.15_-38.73
265,136.84_-14.70
266,150.47_-21.76
267,148.04_-39.45
268,124.07_-15.83
269,151.42_-23.71
27,148.27_-42.50
270,120.96_-19.47
271,114.36_-22.31
272,123.28_-14.27
273,132.16_-11.92
274,150.74_-20.46
275,125.50_-14.01
276,152.29_-22.46
277,112.46_-25.60
278,115.33_-20.54
279,115.67_-20.62
28,146.88_-43.72
280,142.63_-10.31
281,140.26_-17.52
282,114.28_-29.54
2827,114.28_-29.54
2828,114.28_-29.54
2829,114.28_-29.54
283,124.05_-16.13
284,150.58_-35.92
2847,150.58_-35.92
2848,150.58_-35.92
2849,150.58_-35.92
285,150.22_-20.76
286,147.18_-40.77
287,113.52_-22.71
288,144.63_-40.60
289,127.01_-13.67
29,127.30_-13.47
290,144.39_-38.62
291,151.29_-21.25
292,134.07_-11.70
293,146.35_-40.90
294,147.49_-39.38
295,127.75_-13.79
296,153.55_-27.89
297,120.30_-19.36
298,129.05_-14.83
299,123.28_-15.24
3,128.34_-14.56
30,131.49_-11.91
300,152.96_-25.35
301,121.20_-34.09
3017,121.20_-34.09
3018,121.20_-34.09
3019,121.20_-34.09
302,145.18_-38.59
303,150.68_-20.78
304,113.87_-26.19
305,127.40_-13.88
306,113.70_-27.57
3067,113.70_-27.57
3068,113.70_-27.57
3069,113.70_-27.57
31,130.78_-11.21
32,150.85_-21.18
33,130.91_-12.26
34,138.30_-16.36
35,136.26_-34.71
36,137.65_-33.52
37,139.62_-16.18
38,113.78_-25.65
39,149.58_-21.77
4,148.28_-19.63
40,146.03_-16.95
41,149.45_-20.55
42,137.02_-34.15
43,138.98_-16.55
44,142.61_-10.65
45,136.71_-11.25
46,125.44_-14.38
47,131.99_-12.15
48,147.56_-19.34
49,125.32_-15.02
5,146.89_-39.73
50,132.71_-11.31
51,141.83_-11.11
52,126.18_-13.69
53,121.30_-19.07
54,148.69_-19.25
55,128.23_-14.94
56,127.77_-14.15
57,143.58_-39.54
58,136.40_-13.58
59,124.18_-14.69
6,130.59_-12.11
60,150.33_-20.41
61,136.17_-14.74
62,139.96_-16.75
63,123.29_-16.59
64,122.29_-16.38
6497,122.29_-16.38
6498,122.29_-16.38
6499,122.29_-16.38
65,135.68_-11.49
66,148.96_-20.75
67,124.43_-16.05
68,137.61_-33.15
69,127.78_-32.34
7,133.21_-11.36
70,141.94_-10.42
71,123.60_-16.94
72,122.61_-16.63
73,138.14_-35.09
74,135.65_-35.25
75,119.53_-19.87
76,153.57_-27.29
77,123.97_-15.63
78,123.27_-16.27
79,140.16_-37.99
8,147.79_-38.14
80,133.85_-32.63
81,152.70_-23.79
82,119.51_-19.32
83,146.53_-38.95
84,137.27_-35.30
85,142.38_-10.66
86,153.60_-24.83
87,150.70_-22.18
88,143.71_-40.47
89,131.13_-12.04
9,149.41_-20.22
90,136.52_-35.48
91,119.17_-17.46
92,131.73_-11.23
93,143.37_-11.25
94,137.05_-34.83
95,153.67_-28.77
96,138.18_-34.49
97,152.53_-23.99
98,136.78_-36.33
99,141.57_-12.19
