1,-1938 -1566 -1082 -561 -49 462 1003 1498 2066
2,-470 -247 35 266 564 778 1046 1314 1595
3,-2388 -1876 -1327 -779 -234 283 921 1379 2064
4,-696 -466 -190 56 310 569 805 1069 1388
5,-1394 -1127 -896 -633 -376 -125 154 417 692
6,-2460 -2032 -1497 -945 -377 66 749 1206 1877
7,-1109 -870 -658 -403 -161 58 293 525 780
8,-479 -351 -226 -105 17 141 273 406 549
9,-1082 -730 -419 -93 273 619 911 1230 1667
10,-4282 -3548 -2874 -2045 -1444 -593 63 889 1750
11,-1496 -1246 -1050 -763 -491 -240 42 276 563
12,-634 -449 -247 -22 198 416 654 872 1097
13,-597 -412 -237 -25 194 390 609 816 1061
14,-509 -394 -284 -163 -46 50 168 290 419
15,-2034 -1522 -1010 -409 168 791 1343 1910 2412
16,-5043 -4349 -3542 -2698 -1877 -1026 -192 720 1532
17,-3080 -2499 -1801 -1146 -387 292 1025 1736 2429
18,-879 -593 -272 40 434 746 1053 1402 1829
19,-193 -16 177 375 569 781 947 1150 1363
20,-347 -266 -180 -104 -18 80 163 253 351
21,-567 -436 -311 -167 -34 104 236 376 522
22,-1024 -734 -389 -23 318 723 1052 1426 1810
23,-645 -480 -260 -47 141 346 566 784 1004
24,-750 -486 -235 39 319 591 866 1118 1408
25,-991 -757 -425 -114 167 526 778 1155 1420
26,-1302 -931 -508 -51 443 856 1349 1728 2266
27,-472 -362 -243 -114 -1 127 244 364 506
28,-468 -374 -292 -198 -110 -14 60 153 249
29,-1060 -833 -643 -356 -142 115 360 603 882
30,-1427 -1111 -743 -414 -83 264 623 954 1360
31,-1733 -1468 -1214 -897 -600 -323 -72 217 613
32,-1200 -900 -590 -265 67 414 738 1087 1437
33,-2375 -1928 -1404 -796 -268 297 881 1403 2104
34,-1204 -999 -800 -575 -342 -121 59 308 508
35,-487 -398 -299 -190 -96 5 107 218 331
36,-546 -425 -278 -143 -3 148 293 448 633
37,-1166 -913 -702 -433 -174 47 283 527 783
38,-360 -297 -218 -141 -70 6 92 162 242
39,-1779 -1272 -789 -198 426 998 1593 2129 2740
40,-631 -440 -229 -3 222 447 690 912 1147
41,-1081 -748 -407 -4 356 748 1112 1503 1933
42,-486 -409 -304 -203 -83 24 128 228 356
43,-1206 -976 -776 -554 -357 -122 116 377 593
44,-600 -290 -50 223 490 824 1103 1391 1731
45,-950 -726 -480 -150 76 393 658 918 1244
46,-2215 -1716 -1248 -634 -84 441 1058 1552 2219
47,-1212 -948 -680 -393 -134 147 420 699 1081
48,-766 -506 -247 27 264 552 802 1051 1298
49,-3810 -3117 -2417 -1575 -723 176 949 1765 2570
50,-1133 -915 -683 -454 -200 10 250 481 742
51,-1731 -1444 -1228 -874 -556 -268 47 343 697
52,-1136 -863 -536 -186 161 499 839 1208 1606
53,-2638 -2036 -1359 -691 27 802 1488 2178 2843
54,-729 -471 -228 41 311 564 850 1135 1423
55,-2542 -1952 -1320 -662 -60 661 1260 1897 2596
56,-1805 -1439 -1042 -593 -163 217 659 1102 1558
57,-520 -419 -324 -217 -116 -14 75 180 299
58,-401 -297 -188 -91 30 137 250 357 490
59,-2266 -1817 -1318 -776 -133 425 980 1541 2203
60,-870 -579 -211 44 391 680 915 1260 1687
61,-911 -745 -586 -395 -239 -41 123 275 489
62,-1344 -1047 -727 -413 -138 192 490 815 1139
63,-4273 -3582 -2926 -2277 -1458 -788 67 712 1575
64,-2038 -1598 -1122 -619 -54 461 1036 1542 2010
65,-1255 -911 -508 -117 236 683 1103 1503 1897
66,-1237 -851 -462 -7 448 894 1326 1739 2278
67,-4767 -4038 -3154 -2116 -1183 -229 831 1793 2820
68,-628 -487 -304 -114 34 204 403 583 819
